Sku,WebSku,ProdReference,Size,Capacity,ColorDesc1,ColorHex1,ColorDesc2,ColorHex2,ColorCode,OptionalImage1,OptionalImage2,YourPrice,MinQt1,Price1,MinQt2,Price2,MinQt3,Price3,MinQt4,Price4,MinQt5,Price5,MinQt6,Price6,MinQt7,Price7,MinQt8,Price8,MinQt9,Price9,MinQt10,Price10
30510-102-G,30510-102-G,30510,G,,Rosa,#F4007E,,,102,30510_102-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-102-GG,30510-102-GG,30510,GG,,Rosa,#F4007E,,,102,30510_102-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-102-M,30510-102-M,30510,M,,Rosa,#F4007E,,,102,30510_102-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-102-P,30510-102-P,30510,P,,Rosa,#F4007E,,,102,30510_102-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-103-G,30510-103-G,30510,G,,Preto,#000000,,,103,30510_103-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-103-GG,30510-103-GG,30510,GG,,Preto,#000000,,,103,30510_103-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-103-M,30510-103-M,30510,M,,Preto,#000000,,,103,30510_103-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-103-P,30510-103-P,30510,P,,Preto,#000000,,,103,30510_103-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-104-G,30510-104-G,30510,G,,Azul,#1F3C75,,,104,30510_104-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-104-GG,30510-104-GG,30510,GG,,Azul,#1F3C75,,,104,30510_104-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-104-M,30510-104-M,30510,M,,Azul,#1F3C75,,,104,30510_104-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-104-P,30510-104-P,30510,P,,Azul,#1F3C75,,,104,30510_104-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-105-G,30510-105-G,30510,G,,Vermelho,#DD2A34,,,105,30510_105-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-105-GG,30510-105-GG,30510,GG,,Vermelho,#DD2A34,,,105,30510_105-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-105-M,30510-105-M,30510,M,,Vermelho,#DD2A34,,,105,30510_105-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-105-P,30510-105-P,30510,P,,Vermelho,#DD2A34,,,105,30510_105-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-108-G,30510-108-G,30510,G,,Amarelo,#F4E745,,,108,30510_108-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-108-GG,30510-108-GG,30510,GG,,Amarelo,#F4E745,,,108,30510_108-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-108-M,30510-108-M,30510,M,,Amarelo,#F4E745,,,108,30510_108-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-108-P,30510-108-P,30510,P,,Amarelo,#F4E745,,,108,30510_108-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-109-G,30510-109-G,30510,G,,Verde,#51A637,,,109,30510_109-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-109-GG,30510-109-GG,30510,GG,,Verde,#51A637,,,109,30510_109-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-109-M,30510-109-M,30510,M,,Verde,#51A637,,,109,30510_109-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-109-P,30510-109-P,30510,P,,Verde,#51A637,,,109,30510_109-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-112-G,30510-112-G,30510,G,,Rosa claro,#EC86A8,,,112,30510_112-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-112-GG,30510-112-GG,30510,GG,,Rosa claro,#EC86A8,,,112,30510_112-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-112-M,30510-112-M,30510,M,,Rosa claro,#EC86A8,,,112,30510_112-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-112-P,30510-112-P,30510,P,,Rosa claro,#EC86A8,,,112,30510_112-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-113-G,30510-113-G,30510,G,,Cinza,#999999,,,113,30510_113-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-113-GG,30510-113-GG,30510,GG,,Cinza,#999999,,,113,30510_113-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-113-M,30510-113-M,30510,M,,Cinza,#999999,,,113,30510_113-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-113-P,30510-113-P,30510,P,,Cinza,#999999,,,113,30510_113-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-114-G,30510-114-G,30510,G,,Azul royal,#3C53A0,,,114,30510_114-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-114-GG,30510-114-GG,30510,GG,,Azul royal,#3C53A0,,,114,30510_114-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-114-M,30510-114-M,30510,M,,Azul royal,#3C53A0,,,114,30510_114-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-114-P,30510-114-P,30510,P,,Azul royal,#3C53A0,,,114,30510_114-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-115-G,30510-115-G,30510,G,,Bordô,#801710,,,115,30510_115-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-115-GG,30510-115-GG,30510,GG,,Bordô,#801710,,,115,30510_115-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-115-M,30510-115-M,30510,M,,Bordô,#801710,,,115,30510_115-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-115-P,30510-115-P,30510,P,,Bordô,#801710,,,115,30510_115-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-119-G,30510-119-G,30510,G,,Verde claro,#C0E000,,,119,30510_119-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-119-GG,30510-119-GG,30510,GG,,Verde claro,#C0E000,,,119,30510_119-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-119-M,30510-119-M,30510,M,,Verde claro,#C0E000,,,119,30510_119-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-119-P,30510-119-P,30510,P,,Verde claro,#C0E000,,,119,30510_119-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-128-G,30510-128-G,30510,G,,Laranja,#EF941B,,,128,30510_128-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-128-GG,30510-128-GG,30510,GG,,Laranja,#EF941B,,,128,30510_128-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-128-M,30510-128-M,30510,M,,Laranja,#EF941B,,,128,30510_128-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-128-P,30510-128-P,30510,P,,Laranja,#EF941B,,,128,30510_128-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-132-G,30510-132-G,30510,G,,Roxo,#7A138C,,,132,30510_132-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-132-GG,30510-132-GG,30510,GG,,Roxo,#7A138C,,,132,30510_132-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-132-M,30510-132-M,30510,M,,Roxo,#7A138C,,,132,30510_132-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-132-P,30510-132-P,30510,P,,Roxo,#7A138C,,,132,30510_132-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-148-G,30510-148-G,30510,G,,Amarelo limão,#E5E133,,,148,30510_148-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-148-GG,30510-148-GG,30510,GG,,Amarelo limão,#E5E133,,,148,30510_148-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-148-M,30510-148-M,30510,M,,Amarelo limão,#E5E133,,,148,30510_148-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-148-P,30510-148-P,30510,P,,Amarelo limão,#E5E133,,,148,30510_148-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-149-G,30510-149-G,30510,G,,Verde tropa,#4F8227,,,149,30510_149-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-149-GG,30510-149-GG,30510,GG,,Verde tropa,#4F8227,,,149,30510_149-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-149-M,30510-149-M,30510,M,,Verde tropa,#4F8227,,,149,30510_149-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-149-P,30510-149-P,30510,P,,Verde tropa,#4F8227,,,149,30510_149-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-154-G,30510-154-G,30510,G,,Azul aqua,#5CBFD3,,,154,30510_154-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-154-GG,30510-154-GG,30510,GG,,Azul aqua,#5CBFD3,,,154,30510_154-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-154-M,30510-154-M,30510,M,,Azul aqua,#5CBFD3,,,154,30510_154-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-154-P,30510-154-P,30510,P,,Azul aqua,#5CBFD3,,,154,30510_154-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-164-G,30510-164-G,30510,G,,Azul pastel,#90ACC3,,,164,30510_164-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-164-GG,30510-164-GG,30510,GG,,Azul pastel,#90ACC3,,,164,30510_164-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-164-M,30510-164-M,30510,M,,Azul pastel,#90ACC3,,,164,30510_164-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-164-P,30510-164-P,30510,P,,Azul pastel,#90ACC3,,,164,30510_164-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-168-G,30510-168-G,30510,G,,Salmão,#F5AE90,,,168,30510_168-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-168-GG,30510-168-GG,30510,GG,,Salmão,#F5AE90,,,168,30510_168-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-168-M,30510-168-M,30510,M,,Salmão,#F5AE90,,,168,30510_168-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-168-P,30510-168-P,30510,P,,Salmão,#F5AE90,,,168,30510_168-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-183-G,30510-183-G,30510,G,,Cinza claro mesclado,#bcbcbc,,,183,30510_183-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-183-GG,30510-183-GG,30510,GG,,Cinza claro mesclado,#bcbcbc,,,183,30510_183-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-183-M,30510-183-M,30510,M,,Cinza claro mesclado,#bcbcbc,,,183,30510_183-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30510-183-P,30510-183-P,30510,P,,Cinza claro mesclado,#bcbcbc,,,183,30510_183-a.jpg,,,1.0,16.5,50.0,16.17,255.0,15.92,510.0,15.68,2550.0,15.3,,,,,,,,,,
30511-106-G,30511-106-G,30511,G,,Branco,#FFFFFF,,,106,30511_106.jpg,,,1.0,14.5,50.0,14.21,255.0,13.99,510.0,13.78,2550.0,13.5,,,,,,,,,,
30511-106-GG,30511-106-GG,30511,GG,,Branco,#FFFFFF,,,106,30511_106.jpg,,,1.0,14.5,50.0,14.21,255.0,13.99,510.0,13.78,2550.0,13.5,,,,,,,,,,
30511-106-M,30511-106-M,30511,M,,Branco,#FFFFFF,,,106,30511_106.jpg,,,1.0,14.5,50.0,14.21,255.0,13.99,510.0,13.78,2550.0,13.5,,,,,,,,,,
30511-106-P,30511-106-P,30511,P,,Branco,#FFFFFF,,,106,30511_106.jpg,,,1.0,14.5,50.0,14.21,255.0,13.99,510.0,13.78,2550.0,13.5,,,,,,,,,,
30512-102-G,30512-102-G,30512,G,,Rosa,#F4007E,,,102,30512_102.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-102-GG,30512-102-GG,30512,GG,,Rosa,#F4007E,,,102,30512_102.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-102-M,30512-102-M,30512,M,,Rosa,#F4007E,,,102,30512_102.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-102-P,30512-102-P,30512,P,,Rosa,#F4007E,,,102,30512_102.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-102-XGG,30512-102-XGG,30512,XGG,,Rosa,#F4007E,,,102,30512_102.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-103-G,30512-103-G,30512,G,,Preto,#000000,,,103,30512_103.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-103-GG,30512-103-GG,30512,GG,,Preto,#000000,,,103,30512_103.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-103-M,30512-103-M,30512,M,,Preto,#000000,,,103,30512_103.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-103-P,30512-103-P,30512,P,,Preto,#000000,,,103,30512_103.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-103-XGG,30512-103-XGG,30512,XGG,,Preto,#000000,,,103,30512_103.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-104-G,30512-104-G,30512,G,,Azul,#1F3C75,,,104,30512_104.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-104-GG,30512-104-GG,30512,GG,,Azul,#1F3C75,,,104,30512_104.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-104-M,30512-104-M,30512,M,,Azul,#1F3C75,,,104,30512_104.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-104-P,30512-104-P,30512,P,,Azul,#1F3C75,,,104,30512_104.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-104-XGG,30512-104-XGG,30512,XGG,,Azul,#1F3C75,,,104,30512_104.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-105-G,30512-105-G,30512,G,,Vermelho,#DD2A34,,,105,30512_105.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-105-GG,30512-105-GG,30512,GG,,Vermelho,#DD2A34,,,105,30512_105.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-105-M,30512-105-M,30512,M,,Vermelho,#DD2A34,,,105,30512_105.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-105-P,30512-105-P,30512,P,,Vermelho,#DD2A34,,,105,30512_105.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-105-XGG,30512-105-XGG,30512,XGG,,Vermelho,#DD2A34,,,105,30512_105.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-108-G,30512-108-G,30512,G,,Amarelo,#F4E745,,,108,30512_108.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-108-GG,30512-108-GG,30512,GG,,Amarelo,#F4E745,,,108,30512_108.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-108-M,30512-108-M,30512,M,,Amarelo,#F4E745,,,108,30512_108.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-108-P,30512-108-P,30512,P,,Amarelo,#F4E745,,,108,30512_108.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-108-XGG,30512-108-XGG,30512,XGG,,Amarelo,#F4E745,,,108,30512_108.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-109-G,30512-109-G,30512,G,,Verde,#51A637,,,109,30512_109.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-109-GG,30512-109-GG,30512,GG,,Verde,#51A637,,,109,30512_109.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-109-M,30512-109-M,30512,M,,Verde,#51A637,,,109,30512_109.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-109-P,30512-109-P,30512,P,,Verde,#51A637,,,109,30512_109.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-109-XGG,30512-109-XGG,30512,XGG,,Verde,#51A637,,,109,30512_109.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-112-G,30512-112-G,30512,G,,Rosa claro,#EC86A8,,,112,30512_112.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-112-GG,30512-112-GG,30512,GG,,Rosa claro,#EC86A8,,,112,30512_112.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-112-M,30512-112-M,30512,M,,Rosa claro,#EC86A8,,,112,30512_112.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-112-P,30512-112-P,30512,P,,Rosa claro,#EC86A8,,,112,30512_112.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-112-XGG,30512-112-XGG,30512,XGG,,Rosa claro,#EC86A8,,,112,30512_112.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-113-G,30512-113-G,30512,G,,Cinza,#999999,,,113,30512_113.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-113-GG,30512-113-GG,30512,GG,,Cinza,#999999,,,113,30512_113.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-113-M,30512-113-M,30512,M,,Cinza,#999999,,,113,30512_113.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-113-P,30512-113-P,30512,P,,Cinza,#999999,,,113,30512_113.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-113-XGG,30512-113-XGG,30512,XGG,,Cinza,#999999,,,113,30512_113.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-114-G,30512-114-G,30512,G,,Azul royal,#3C53A0,,,114,30512_114.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-114-GG,30512-114-GG,30512,GG,,Azul royal,#3C53A0,,,114,30512_114.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-114-M,30512-114-M,30512,M,,Azul royal,#3C53A0,,,114,30512_114.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-114-P,30512-114-P,30512,P,,Azul royal,#3C53A0,,,114,30512_114.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-114-XGG,30512-114-XGG,30512,XGG,,Azul royal,#3C53A0,,,114,30512_114.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-115-G,30512-115-G,30512,G,,Bordô,#801710,,,115,30512_115.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-115-GG,30512-115-GG,30512,GG,,Bordô,#801710,,,115,30512_115.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-115-M,30512-115-M,30512,M,,Bordô,#801710,,,115,30512_115.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-115-P,30512-115-P,30512,P,,Bordô,#801710,,,115,30512_115.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-115-XGG,30512-115-XGG,30512,XGG,,Bordô,#801710,,,115,30512_115.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-119-G,30512-119-G,30512,G,,Verde claro,#C0E000,,,119,30512_119.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-119-GG,30512-119-GG,30512,GG,,Verde claro,#C0E000,,,119,30512_119.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-119-M,30512-119-M,30512,M,,Verde claro,#C0E000,,,119,30512_119.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-119-P,30512-119-P,30512,P,,Verde claro,#C0E000,,,119,30512_119.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-119-XGG,30512-119-XGG,30512,XGG,,Verde claro,#C0E000,,,119,30512_119.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-128-G,30512-128-G,30512,G,,Laranja,#EF941B,,,128,30512_128.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-128-GG,30512-128-GG,30512,GG,,Laranja,#EF941B,,,128,30512_128.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
30512-128-M,30512-128-M,30512,M,,Laranja,#EF941B,,,128,30512_128.jpg,,,1.0,13.0,50.0,12.87,255.0,12.68,510.0,12.48,2550.0,12.2,,,,,,,,,,
